survey_definition_id,year,area_id,species_code,length_mm,sex,population_count,akfin_load_date
78,2010,99905,30576,450,female,2891,2024-10-24T16:20:42Z
78,2010,99905,30576,460,male,5158,2024-10-24T16:20:42Z
78,2010,99905,30576,460,female,13161,2024-10-24T16:20:42Z
78,2010,99905,30576,470,male,18377,2024-10-24T16:20:42Z
78,2010,99905,30576,470,female,1998,2024-10-24T16:20:42Z
78,2010,99905,30576,480,male,13752,2024-10-24T16:20:42Z
78,2010,99905,30576,490,male,12062,2024-10-24T16:20:42Z
78,2010,99905,30576,490,female,8673,2024-10-24T16:20:42Z
78,2010,99905,30576,500,male,13782,2024-10-24T16:20:42Z
78,2010,99905,30576,500,female,67432,2024-10-24T16:20:42Z
78,2010,99905,30576,510,male,17456,2024-10-24T16:20:42Z
78,2010,99905,30576,510,female,21768,2024-10-24T16:20:42Z
78,2010,99905,30576,520,male,11000,2024-10-24T16:20:42Z
78,2010,99905,30576,520,female,20055,2024-10-24T16:20:42Z
78,2010,99905,30576,530,male,14961,2024-10-24T16:20:42Z
78,2010,99905,30576,530,female,15833,2024-10-24T16:20:42Z
78,2010,99905,30576,540,male,19725,2024-10-24T16:20:42Z
78,2010,99905,30576,540,female,13215,2024-10-24T16:20:42Z
78,2010,99905,30576,550,male,8187,2024-10-24T16:20:42Z
78,2010,99905,30576,550,female,2252,2024-10-24T16:20:42Z
78,2010,99905,30576,560,male,4298,2024-10-24T16:20:42Z
78,2010,99905,30576,560,female,2986,2024-10-24T16:20:42Z
78,2010,99905,30576,570,male,7592,2024-10-24T16:20:42Z
78,2010,99905,30576,570,female,10046,2024-10-24T16:20:42Z
78,2010,99905,30576,580,male,9546,2024-10-24T16:20:42Z
78,2010,99905,30576,580,female,18772,2024-10-24T16:20:42Z
78,2010,99905,30576,590,male,22568,2024-10-24T16:20:42Z
78,2010,99905,30576,590,female,10175,2024-10-24T16:20:42Z
78,2010,99905,30576,600,male,10393,2024-10-24T16:20:42Z
78,2010,99905,30576,600,female,20019,2024-10-24T16:20:42Z
78,2010,99905,30576,610,male,21997,2024-10-24T16:20:42Z
78,2010,99905,30576,610,female,2582,2024-10-24T16:20:42Z
78,2010,99905,30576,620,male,4298,2024-10-24T16:20:42Z
78,2010,99905,30576,620,female,2582,2024-10-24T16:20:42Z
78,2010,99905,30576,630,male,6616,2024-10-24T16:20:42Z
78,2010,99905,30576,640,male,2252,2024-10-24T16:20:42Z
78,2010,99905,30576,640,female,11596,2024-10-24T16:20:42Z
78,2010,99905,30576,650,male,2252,2024-10-24T16:20:42Z
78,2010,99905,30576,650,female,12433,2024-10-24T16:20:42Z
78,2010,99905,30576,660,male,11578,2024-10-24T16:20:42Z
78,2010,99905,30576,660,female,8597,2024-10-24T16:20:42Z
78,2010,99905,30576,670,male,9993,2024-10-24T16:20:42Z
78,2010,99905,30576,670,female,2891,2024-10-24T16:20:42Z
78,2010,99905,30576,680,male,8500,2024-10-24T16:20:42Z
78,2010,99905,30576,680,female,2717,2024-10-24T16:20:42Z
78,2010,99905,30576,690,male,2740,2024-10-24T16:20:42Z
78,2010,99905,30576,690,female,12463,2024-10-24T16:20:42Z
78,2010,99905,30576,700,male,13073,2024-10-24T16:20:42Z
78,2010,99905,30576,700,female,13515,2024-10-24T16:20:42Z
78,2010,99905,30576,710,female,1998,2024-10-24T16:20:42Z
78,2010,99905,30576,720,male,20130,2024-10-24T16:20:42Z
78,2010,99905,30576,720,female,2891,2024-10-24T16:20:42Z
78,2010,99905,30576,730,male,4298,2024-10-24T16:20:42Z
78,2010,99905,30576,740,male,10506,2024-10-24T16:20:42Z
78,2010,99905,30576,740,female,2891,2024-10-24T16:20:42Z
78,2010,99905,30576,760,male,12501,2024-10-24T16:20:42Z
78,2010,99905,30576,770,female,4298,2024-10-24T16:20:42Z
78,2010,99905,30576,790,male,7741,2024-10-24T16:20:42Z
78,2010,99905,30576,800,male,2740,2024-10-24T16:20:42Z
78,2010,99905,30576,800,female,4528,2024-10-24T16:20:42Z
78,2010,99905,30576,810,male,2740,2024-10-24T16:20:42Z
78,2010,99905,30576,810,female,4298,2024-10-24T16:20:42Z
78,2010,99905,30576,820,male,2891,2024-10-24T16:20:42Z
78,2010,99905,30576,830,female,2582,2024-10-24T16:20:42Z
78,2010,99905,30576,840,male,7741,2024-10-24T16:20:42Z
78,2010,99905,30576,840,female,1998,2024-10-24T16:20:42Z
78,2010,99905,30576,850,male,9993,2024-10-24T16:20:42Z
78,2010,99905,30576,850,female,7741,2024-10-24T16:20:42Z
78,2010,99905,30576,860,male,14208,2024-10-24T16:20:42Z
78,2010,99905,30576,870,female,2252,2024-10-24T16:20:42Z
78,2010,99905,30576,880,male,1998,2024-10-24T16:20:42Z
78,2010,99905,30576,880,female,6869,2024-10-24T16:20:42Z
78,2010,99905,30576,890,male,1998,2024-10-24T16:20:42Z
78,2010,99905,30576,900,male,13222,2024-10-24T16:20:42Z
78,2010,99905,30576,900,female,12480,2024-10-24T16:20:42Z
78,2010,99905,30576,910,female,7038,2024-10-24T16:20:42Z
78,2010,99905,30576,920,male,2740,2024-10-24T16:20:42Z
78,2010,99905,30576,930,male,10481,2024-10-24T16:20:42Z
78,2010,99905,30576,940,male,4739,2024-10-24T16:20:42Z
78,2010,99905,30576,940,female,2740,2024-10-24T16:20:42Z
78,2010,99905,30576,950,female,2891,2024-10-24T16:20:42Z
78,2010,99905,30576,960,male,2740,2024-10-24T16:20:42Z
78,2010,99905,30576,980,female,2740,2024-10-24T16:20:42Z
78,2010,99905,30576,1000,male,2986,2024-10-24T16:20:42Z
78,2010,99905,30576,1010,female,2740,2024-10-24T16:20:42Z
78,2004,99905,30576,80,unsexed,3489,2024-10-24T16:20:42Z
78,2004,99905,30576,90,unsexed,3781,2024-10-24T16:20:42Z
78,2004,99905,30576,100,unsexed,3781,2024-10-24T16:20:42Z
78,2004,99905,30576,120,unsexed,7562,2024-10-24T16:20:42Z
78,2004,99905,30576,140,unsexed,3781,2024-10-24T16:20:42Z
78,2004,99905,30576,150,female,3700,2024-10-24T16:20:42Z
78,2004,99905,30576,150,unsexed,3489,2024-10-24T16:20:42Z
78,2004,99905,30576,160,male,3781,2024-10-24T16:20:42Z
78,2004,99905,30576,160,unsexed,3489,2024-10-24T16:20:42Z
78,2004,99905,30576,170,male,7562,2024-10-24T16:20:42Z
78,2004,99905,30576,170,female,3781,2024-10-24T16:20:42Z
78,2004,99905,30576,170,unsexed,7391,2024-10-24T16:20:42Z
78,2004,99905,30576,180,male,3721,2024-10-24T16:20:42Z
78,2004,99905,30576,180,female,14751,2024-10-24T16:20:42Z
78,2004,99905,30576,190,male,3781,2024-10-24T16:20:42Z
78,2004,99905,30576,190,unsexed,3902,2024-10-24T16:20:42Z
78,2004,99905,30576,200,male,11283,2024-10-24T16:20:42Z
78,2004,99905,30576,200,female,6027,2024-10-24T16:20:42Z
78,2004,99905,30576,210,male,7562,2024-10-24T16:20:42Z
78,2004,99905,30576,210,unsexed,2538,2024-10-24T16:20:42Z
78,2004,99905,30576,220,male,11343,2024-10-24T16:20:42Z
78,2004,99905,30576,220,female,22627,2024-10-24T16:20:42Z
78,2004,99905,30576,220,unsexed,3902,2024-10-24T16:20:42Z
78,2004,99905,30576,230,male,18846,2024-10-24T16:20:42Z
78,2004,99905,30576,230,female,7562,2024-10-24T16:20:42Z
78,2004,99905,30576,240,female,3781,2024-10-24T16:20:42Z
78,2004,99905,30576,250,male,3781,2024-10-24T16:20:42Z
78,2004,99905,30576,250,female,15124,2024-10-24T16:20:42Z
78,2004,99905,30576,260,male,3781,2024-10-24T16:20:42Z
78,2004,99905,30576,260,female,7270,2024-10-24T16:20:42Z
78,2004,99905,30576,270,male,10372,2024-10-24T16:20:42Z
78,2004,99905,30576,270,female,11283,2024-10-24T16:20:42Z
78,2004,99905,30576,280,male,12638,2024-10-24T16:20:42Z
78,2004,99905,30576,280,female,15005,2024-10-24T16:20:42Z
78,2004,99905,30576,280,unsexed,2538,2024-10-24T16:20:42Z
78,2004,99905,30576,290,male,13621,2024-10-24T16:20:42Z
78,2004,99905,30576,290,female,7562,2024-10-24T16:20:42Z
78,2004,99905,30576,300,male,5632,2024-10-24T16:20:42Z
78,2004,99905,30576,300,female,15005,2024-10-24T16:20:42Z
78,2004,99905,30576,310,male,7270,2024-10-24T16:20:42Z
78,2004,99905,30576,310,female,14772,2024-10-24T16:20:42Z
78,2004,99905,30576,320,male,3781,2024-10-24T16:20:42Z
78,2004,99905,30576,320,female,7486,2024-10-24T16:20:42Z
78,2004,99905,30576,330,male,8709,2024-10-24T16:20:42Z
78,2004,99905,30576,330,female,6617,2024-10-24T16:20:42Z
78,2004,99905,30576,340,male,8709,2024-10-24T16:20:42Z
78,2004,99905,30576,340,female,7210,2024-10-24T16:20:42Z
78,2004,99905,30576,360,male,14179,2024-10-24T16:20:42Z
78,2004,99905,30576,360,female,3781,2024-10-24T16:20:42Z
78,2004,99905,30576,370,male,8709,2024-10-24T16:20:42Z
78,2004,99905,30576,370,female,11343,2024-10-24T16:20:42Z
78,2004,99905,30576,380,female,16156,2024-10-24T16:20:42Z
78,2004,99905,30576,390,male,7665,2024-10-24T16:20:42Z
78,2004,99905,30576,390,female,5283,2024-10-24T16:20:42Z
78,2004,99905,30576,400,female,14858,2024-10-24T16:20:42Z
78,2004,99905,30576,410,male,12094,2024-10-24T16:20:42Z
78,2004,99905,30576,410,female,7975,2024-10-24T16:20:42Z
78,2004,99905,30576,420,male,3721,2024-10-24T16:20:42Z
78,2004,99905,30576,420,female,11267,2024-10-24T16:20:42Z
78,2004,99905,30576,430,male,7210,2024-10-24T16:20:42Z
78,2004,99905,30576,440,female,11304,2024-10-24T16:20:42Z
78,2004,99905,30576,450,male,20169,2024-10-24T16:20:42Z
78,2004,99905,30576,450,female,9094,2024-10-24T16:20:42Z
78,2004,99905,30576,460,male,17298,2024-10-24T16:20:42Z
78,2004,99905,30576,460,female,30827,2024-10-24T16:20:42Z
78,2004,99905,30576,470,male,10352,2024-10-24T16:20:42Z
78,2004,99905,30576,470,female,12730,2024-10-24T16:20:42Z
78,2004,99905,30576,480,male,14949,2024-10-24T16:20:42Z
78,2004,99905,30576,480,female,6789,2024-10-24T16:20:42Z
78,2004,99905,30576,490,male,3975,2024-10-24T16:20:42Z
78,2004,99905,30576,490,female,11659,2024-10-24T16:20:42Z
78,2004,99905,30576,500,male,20234,2024-10-24T16:20:42Z
78,2004,99905,30576,500,female,23350,2024-10-24T16:20:42Z
78,2004,99905,30576,510,male,8569,2024-10-24T16:20:42Z
78,2004,99905,30576,510,female,11229,2024-10-24T16:20:42Z
78,2004,99905,30576,520,female,7972,2024-10-24T16:20:42Z
78,2004,99905,30576,530,male,30434,2024-10-24T16:20:42Z
78,2004,99905,30576,530,female,12668,2024-10-24T16:20:42Z
78,2004,99905,30576,540,male,10521,2024-10-24T16:20:42Z
78,2004,99905,30576,540,female,15752,2024-10-24T16:20:42Z
78,2004,99905,30576,550,female,12277,2024-10-24T16:20:42Z
78,2004,99905,30576,560,male,10700,2024-10-24T16:20:42Z
78,2004,99905,30576,570,male,14165,2024-10-24T16:20:42Z
78,2004,99905,30576,570,female,19373,2024-10-24T16:20:42Z
78,2004,99905,30576,580,male,6617,2024-10-24T16:20:42Z
78,2004,99905,30576,580,female,4059,2024-10-24T16:20:42Z
78,2004,99905,30576,590,male,2781,2024-10-24T16:20:42Z
78,2004,99905,30576,590,female,4251,2024-10-24T16:20:42Z
78,2004,99905,30576,600,male,11668,2024-10-24T16:20:42Z
78,2004,99905,30576,600,female,10868,2024-10-24T16:20:42Z
78,2004,99905,30576,610,male,11758,2024-10-24T16:20:42Z
78,2004,99905,30576,610,female,3726,2024-10-24T16:20:42Z
78,2004,99905,30576,620,male,18372,2024-10-24T16:20:42Z
78,2004,99905,30576,620,female,17624,2024-10-24T16:20:42Z
78,2004,99905,30576,630,male,2905,2024-10-24T16:20:42Z
78,2004,99905,30576,630,female,21882,2024-10-24T16:20:42Z
78,2004,99905,30576,640,male,6127,2024-10-24T16:20:42Z
78,2004,99905,30576,650,male,9485,2024-10-24T16:20:42Z
78,2004,99905,30576,650,female,9592,2024-10-24T16:20:42Z
78,2004,99905,30576,660,male,14666,2024-10-24T16:20:42Z
78,2004,99905,30576,660,female,3726,2024-10-24T16:20:42Z
78,2004,99905,30576,670,male,8140,2024-10-24T16:20:42Z
78,2004,99905,30576,670,female,11446,2024-10-24T16:20:42Z
78,2004,99905,30576,680,female,3781,2024-10-24T16:20:42Z
78,2004,99905,30576,700,female,3883,2024-10-24T16:20:42Z
78,2004,99905,30576,710,male,3883,2024-10-24T16:20:42Z
78,2004,99905,30576,730,male,2538,2024-10-24T16:20:42Z
78,2004,99905,30576,740,male,4251,2024-10-24T16:20:42Z
78,2004,99905,30576,740,female,3883,2024-10-24T16:20:42Z
78,2004,99905,30576,750,male,4251,2024-10-24T16:20:42Z
78,2004,99905,30576,780,male,9075,2024-10-24T16:20:42Z
78,2004,99905,30576,790,female,3883,2024-10-24T16:20:42Z
78,2004,99905,30576,800,female,2975,2024-10-24T16:20:42Z
78,2004,99905,30576,820,female,2992,2024-10-24T16:20:42Z
78,2004,99905,30576,840,male,5602,2024-10-24T16:20:42Z
78,2004,99905,30576,900,male,3721,2024-10-24T16:20:42Z
78,2004,99905,30576,900,female,4619,2024-10-24T16:20:42Z
78,2004,99905,30576,910,male,4251,2024-10-24T16:20:42Z
78,2004,99905,30576,910,female,5283,2024-10-24T16:20:42Z
78,2004,99905,30576,960,female,2538,2024-10-24T16:20:42Z
78,2004,99905,30576,970,female,4878,2024-10-24T16:20:42Z
78,2004,99905,30576,1000,female,5283,2024-10-24T16:20:42Z
78,2002,99905,30576,110,male,7068,2024-10-24T16:20:42Z
78,2002,99905,30576,140,female,6202,2024-10-24T16:20:42Z
78,2002,99905,30576,160,male,6249,2024-10-24T16:20:42Z
78,2002,99905,30576,170,male,6249,2024-10-24T16:20:42Z
78,2002,99905,30576,180,female,6109,2024-10-24T16:20:42Z
78,2002,99905,30576,200,male,5585,2024-10-24T16:20:42Z
78,2002,99905,30576,210,male,6109,2024-10-24T16:20:42Z
78,2002,99905,30576,250,male,5585,2024-10-24T16:20:42Z
78,2002,99905,30576,290,male,6384,2024-10-24T16:20:42Z
78,2002,99905,30576,300,male,5485,2024-10-24T16:20:42Z
78,2002,99905,30576,310,male,11358,2024-10-24T16:20:42Z
78,2002,99905,30576,320,male,6109,2024-10-24T16:20:42Z
78,2002,99905,30576,320,female,5585,2024-10-24T16:20:42Z
78,2002,99905,30576,330,male,5761,2024-10-24T16:20:42Z
78,2002,99905,30576,350,male,5485,2024-10-24T16:20:42Z
78,2002,99905,30576,350,female,17374,2024-10-24T16:20:42Z
78,2002,99905,30576,360,male,5485,2024-10-24T16:20:42Z
78,2002,99905,30576,360,female,5761,2024-10-24T16:20:42Z
78,2002,99905,30576,370,male,17283,2024-10-24T16:20:42Z
78,2002,99905,30576,370,female,11869,2024-10-24T16:20:42Z
78,2002,99905,30576,380,male,10969,2024-10-24T16:20:42Z
78,2002,99905,30576,380,female,10969,2024-10-24T16:20:42Z
78,2002,99905,30576,390,male,6238,2024-10-24T16:20:42Z
78,2002,99905,30576,390,female,40395,2024-10-24T16:20:42Z
78,2002,99905,30576,400,male,5485,2024-10-24T16:20:42Z
78,2002,99905,30576,400,female,5874,2024-10-24T16:20:42Z
78,2002,99905,30576,410,male,5585,2024-10-24T16:20:42Z
78,2002,99905,30576,410,female,17977,2024-10-24T16:20:42Z
78,2002,99905,30576,420,male,5485,2024-10-24T16:20:42Z
78,2002,99905,30576,420,female,5761,2024-10-24T16:20:42Z
78,2002,99905,30576,430,male,11723,2024-10-24T16:20:42Z
78,2002,99905,30576,440,male,23297,2024-10-24T16:20:42Z
78,2002,99905,30576,440,female,30194,2024-10-24T16:20:42Z
78,2002,99905,30576,450,male,18266,2024-10-24T16:20:42Z
78,2002,99905,30576,450,female,18384,2024-10-24T16:20:42Z
78,2002,99905,30576,460,male,29373,2024-10-24T16:20:42Z
78,2002,99905,30576,460,female,12182,2024-10-24T16:20:42Z
78,2002,99905,30576,470,male,17730,2024-10-24T16:20:42Z
78,2002,99905,30576,470,female,12230,2024-10-24T16:20:42Z
78,2002,99905,30576,480,male,12769,2024-10-24T16:20:42Z
78,2002,99905,30576,480,female,17762,2024-10-24T16:20:42Z
78,2002,99905,30576,490,male,5944,2024-10-24T16:20:42Z
78,2002,99905,30576,490,female,24730,2024-10-24T16:20:42Z
78,2002,99905,30576,500,male,5944,2024-10-24T16:20:42Z
78,2002,99905,30576,500,female,30689,2024-10-24T16:20:42Z
78,2002,99905,30576,510,male,24217,2024-10-24T16:20:42Z
78,2002,99905,30576,510,female,18127,2024-10-24T16:20:42Z
78,2002,99905,30576,520,female,11705,2024-10-24T16:20:42Z
78,2002,99905,30576,530,male,18273,2024-10-24T16:20:42Z
78,2002,99905,30576,530,female,17762,2024-10-24T16:20:42Z
78,2002,99905,30576,540,male,29651,2024-10-24T16:20:42Z
78,2002,99905,30576,540,female,17761,2024-10-24T16:20:42Z
78,2002,99905,30576,550,male,12328,2024-10-24T16:20:42Z
78,2002,99905,30576,550,female,11529,2024-10-24T16:20:42Z
78,2002,99905,30576,560,male,5978,2024-10-24T16:20:42Z
78,2002,99905,30576,560,female,11346,2024-10-24T16:20:42Z
78,2002,99905,30576,570,male,35236,2024-10-24T16:20:42Z
78,2002,99905,30576,570,female,17762,2024-10-24T16:20:42Z
78,2002,99905,30576,580,male,23874,2024-10-24T16:20:42Z
78,2002,99905,30576,580,female,23247,2024-10-24T16:20:42Z
78,2002,99905,30576,590,male,11889,2024-10-24T16:20:42Z
78,2002,99905,30576,590,female,18202,2024-10-24T16:20:42Z
78,2002,99905,30576,600,male,54379,2024-10-24T16:20:42Z
78,2002,99905,30576,600,female,11889,2024-10-24T16:20:42Z
78,2002,99905,30576,610,male,24962,2024-10-24T16:20:42Z
78,2002,99905,30576,610,female,27471,2024-10-24T16:20:42Z
78,2002,99905,30576,620,male,40541,2024-10-24T16:20:42Z
78,2002,99905,30576,620,female,30090,2024-10-24T16:20:42Z
78,2002,99905,30576,630,male,34617,2024-10-24T16:20:42Z
78,2002,99905,30576,630,female,11747,2024-10-24T16:20:42Z
78,2002,99905,30576,640,male,5944,2024-10-24T16:20:42Z
78,2002,99905,30576,640,female,24251,2024-10-24T16:20:42Z
78,2002,99905,30576,650,male,5944,2024-10-24T16:20:42Z
78,2002,99905,30576,650,female,30161,2024-10-24T16:20:42Z
78,2002,99905,30576,660,male,5944,2024-10-24T16:20:42Z
78,2002,99905,30576,660,female,11889,2024-10-24T16:20:42Z
78,2002,99905,30576,670,male,16647,2024-10-24T16:20:42Z
78,2002,99905,30576,670,female,11818,2024-10-24T16:20:42Z
78,2002,99905,30576,680,female,10398,2024-10-24T16:20:42Z
78,2002,99905,30576,700,male,6249,2024-10-24T16:20:42Z
78,2002,99905,30576,710,male,6249,2024-10-24T16:20:42Z
78,2002,99905,30576,720,male,6384,2024-10-24T16:20:42Z
78,2002,99905,30576,720,female,11889,2024-10-24T16:20:42Z
78,2002,99905,30576,730,female,10169,2024-10-24T16:20:42Z
78,2002,99905,30576,740,female,11818,2024-10-24T16:20:42Z
78,2002,99905,30576,760,female,5944,2024-10-24T16:20:42Z
78,2002,99905,30576,770,male,4454,2024-10-24T16:20:42Z
78,2002,99905,30576,770,female,12193,2024-10-24T16:20:42Z
78,2002,99905,30576,780,male,6384,2024-10-24T16:20:42Z
78,2002,99905,30576,790,male,12403,2024-10-24T16:20:42Z
78,2002,99905,30576,810,female,5944,2024-10-24T16:20:42Z
78,2002,99905,30576,820,male,5944,2024-10-24T16:20:42Z
78,2002,99905,30576,820,female,5485,2024-10-24T16:20:42Z
78,2002,99905,30576,830,male,6384,2024-10-24T16:20:42Z
78,2002,99905,30576,850,female,5585,2024-10-24T16:20:42Z
78,2002,99905,30576,860,male,6561,2024-10-24T16:20:42Z
78,2002,99905,30576,880,male,6384,2024-10-24T16:20:42Z
78,2002,99905,30576,890,female,6384,2024-10-24T16:20:42Z
78,2002,99905,30576,900,male,6384,2024-10-24T16:20:42Z
78,2002,99905,30576,900,female,4454,2024-10-24T16:20:42Z
78,2002,99905,30576,910,female,6384,2024-10-24T16:20:42Z
78,2002,99905,30576,940,male,7068,2024-10-24T16:20:42Z
78,2002,99905,30576,950,female,11869,2024-10-24T16:20:42Z
78,2002,99905,30576,990,female,5944,2024-10-24T16:20:42Z
78,2008,99905,30576,160,male,8508,2024-10-24T16:20:42Z
78,2008,99905,30576,180,male,4254,2024-10-24T16:20:42Z
78,2008,99905,30576,190,male,8265,2024-10-24T16:20:42Z
78,2008,99905,30576,200,female,3841,2024-10-24T16:20:42Z
78,2008,99905,30576,210,male,7977,2024-10-24T16:20:42Z
78,2008,99905,30576,220,male,4011,2024-10-24T16:20:42Z
78,2008,99905,30576,230,female,3841,2024-10-24T16:20:42Z
78,2008,99905,30576,240,male,8508,2024-10-24T16:20:42Z
78,2008,99905,30576,250,male,3841,2024-10-24T16:20:42Z
78,2008,99905,30576,250,female,8095,2024-10-24T16:20:42Z
78,2008,99905,30576,260,male,5603,2024-10-24T16:20:42Z
78,2008,99905,30576,260,female,4254,2024-10-24T16:20:42Z
78,2008,99905,30576,270,male,7977,2024-10-24T16:20:42Z
78,2008,99905,30576,270,female,12349,2024-10-24T16:20:42Z
78,2008,99905,30576,300,male,8095,2024-10-24T16:20:42Z
78,2008,99905,30576,310,male,12231,2024-10-24T16:20:42Z
78,2008,99905,30576,310,female,12519,2024-10-24T16:20:42Z
78,2008,99905,30576,320,female,4254,2024-10-24T16:20:42Z
78,2008,99905,30576,330,male,12762,2024-10-24T16:20:42Z
78,2008,99905,30576,330,female,4254,2024-10-24T16:20:42Z
78,2008,99905,30576,340,male,8508,2024-10-24T16:20:42Z
78,2008,99905,30576,340,female,8095,2024-10-24T16:20:42Z
78,2008,99905,30576,350,male,22275,2024-10-24T16:20:42Z
78,2008,99905,30576,350,female,4254,2024-10-24T16:20:42Z
78,2008,99905,30576,360,male,28364,2024-10-24T16:20:42Z
78,2008,99905,30576,370,male,11616,2024-10-24T16:20:42Z
78,2008,99905,30576,370,female,10457,2024-10-24T16:20:42Z
78,2008,99905,30576,380,male,4254,2024-10-24T16:20:42Z
78,2008,99905,30576,380,female,6203,2024-10-24T16:20:42Z
78,2008,99905,30576,390,male,11890,2024-10-24T16:20:42Z
78,2008,99905,30576,390,female,8095,2024-10-24T16:20:42Z
78,2008,99905,30576,400,male,8508,2024-10-24T16:20:42Z
78,2008,99905,30576,400,female,7625,2024-10-24T16:20:42Z
78,2008,99905,30576,410,male,8508,2024-10-24T16:20:42Z
78,2008,99905,30576,410,female,8095,2024-10-24T16:20:42Z
78,2008,99905,30576,420,male,4254,2024-10-24T16:20:42Z
78,2008,99905,30576,420,female,4254,2024-10-24T16:20:42Z
78,2008,99905,30576,430,male,16660,2024-10-24T16:20:42Z
78,2008,99905,30576,430,female,7602,2024-10-24T16:20:42Z
78,2008,99905,30576,440,male,16191,2024-10-24T16:20:42Z
78,2008,99905,30576,440,female,20032,2024-10-24T16:20:42Z
78,2008,99905,30576,450,male,14608,2024-10-24T16:20:42Z
78,2008,99905,30576,450,female,20261,2024-10-24T16:20:42Z
78,2008,99905,30576,460,male,4428,2024-10-24T16:20:42Z
78,2008,99905,30576,460,female,22451,2024-10-24T16:20:42Z
78,2008,99905,30576,470,male,13953,2024-10-24T16:20:42Z
78,2008,99905,30576,470,female,27612,2024-10-24T16:20:42Z
78,2008,99905,30576,480,male,3556,2024-10-24T16:20:42Z
78,2008,99905,30576,480,female,7567,2024-10-24T16:20:42Z
78,2008,99905,30576,490,male,12020,2024-10-24T16:20:42Z
78,2008,99905,30576,490,female,4011,2024-10-24T16:20:42Z
78,2008,99905,30576,500,male,7984,2024-10-24T16:20:42Z
78,2008,99905,30576,500,female,32421,2024-10-24T16:20:42Z
78,2008,99905,30576,510,male,24456,2024-10-24T16:20:42Z
78,2008,99905,30576,510,female,15308,2024-10-24T16:20:42Z
78,2008,99905,30576,520,male,17137,2024-10-24T16:20:42Z
78,2008,99905,30576,520,female,24345,2024-10-24T16:20:42Z
78,2008,99905,30576,530,male,24028,2024-10-24T16:20:42Z
