species_code,year,length,frequency,fmp_subarea,source
30576,2003,35,1,AI,AI fishery
30576,2003,35,1,AI,AI fishery
30576,2003,35,1,AI,AI fishery
30576,2003,35,1,AI,AI fishery
30576,2003,35,1,AI,AI fishery
30576,2003,35,1,AI,AI fishery
30576,2003,35,2,AI,AI fishery
30576,2003,35,3,AI,AI fishery
30576,2003,35,1,AI,AI fishery
30576,2003,35,1,AI,AI fishery
30576,2003,36,1,AI,AI fishery
30576,2003,36,1,AI,AI fishery
30576,2003,36,2,AI,AI fishery
30576,2003,36,1,AI,AI fishery
30576,2003,36,1,AI,AI fishery
30576,2003,36,1,AI,AI fishery
30576,2003,36,1,AI,AI fishery
30576,2003,36,1,AI,AI fishery
30576,2003,36,1,AI,AI fishery
30576,2003,36,1,AI,AI fishery
30576,2003,36,1,AI,AI fishery
30576,2003,36,1,AI,AI fishery
30576,2003,36,1,AI,AI fishery
30576,2003,36,1,AI,AI fishery
30576,2003,36,1,AI,AI fishery
30576,2003,36,1,AI,AI fishery
30576,2003,36,1,AI,AI fishery
30576,2003,36,1,AI,AI fishery
30576,2003,36,5,AI,AI fishery
30576,2003,37,1,AI,AI fishery
30576,2003,37,1,AI,AI fishery
30576,2003,37,2,AI,AI fishery
30576,2003,37,1,AI,AI fishery
30576,2003,37,2,AI,AI fishery
30576,2003,37,1,AI,AI fishery
30576,2003,37,1,AI,AI fishery
30576,2003,37,1,AI,AI fishery
30576,2003,37,1,AI,AI fishery
30576,2003,37,1,AI,AI fishery
30576,2003,37,1,AI,AI fishery
30576,2003,37,1,AI,AI fishery
30576,2003,37,1,AI,AI fishery
30576,2003,37,1,AI,AI fishery
30576,2003,37,1,AI,AI fishery
30576,2003,37,1,AI,AI fishery
30576,2003,37,1,AI,AI fishery
30576,2003,37,1,AI,AI fishery
30576,2003,37,1,AI,AI fishery
30576,2003,37,1,AI,AI fishery
30576,2003,38,1,AI,AI fishery
30576,2003,38,1,AI,AI fishery
30576,2003,38,1,EBS,EBS fishery
30576,2003,38,1,AI,AI fishery
30576,2003,38,1,AI,AI fishery
30576,2003,38,1,AI,AI fishery
30576,2003,38,1,EBS,EBS fishery
30576,2003,38,1,AI,AI fishery
30576,2003,38,1,AI,AI fishery
30576,2003,38,1,AI,AI fishery
30576,2003,38,1,AI,AI fishery
30576,2003,38,1,AI,AI fishery
30576,2003,38,1,AI,AI fishery
30576,2003,38,1,AI,AI fishery
30576,2003,38,1,AI,AI fishery
30576,2003,38,1,AI,AI fishery
30576,2003,38,1,AI,AI fishery
30576,2003,38,1,AI,AI fishery
30576,2003,38,2,AI,AI fishery
30576,2003,38,1,AI,AI fishery
30576,2003,38,1,AI,AI fishery
30576,2003,38,1,AI,AI fishery
30576,2003,38,1,AI,AI fishery
30576,2003,38,1,AI,AI fishery
30576,2003,38,4,AI,AI fishery
30576,2003,38,1,AI,AI fishery
30576,2003,38,1,AI,AI fishery
30576,2003,38,1,AI,AI fishery
30576,2003,38,1,AI,AI fishery
30576,2003,38,1,AI,AI fishery
30576,2003,38,1,AI,AI fishery
30576,2003,39,1,AI,AI fishery
30576,2003,39,2,AI,AI fishery
30576,2003,39,1,AI,AI fishery
30576,2003,39,1,AI,AI fishery
30576,2003,39,1,AI,AI fishery
30576,2003,39,1,AI,AI fishery
30576,2003,39,2,AI,AI fishery
30576,2003,39,1,AI,AI fishery
30576,2003,39,1,EBS,EBS fishery
30576,2003,39,1,AI,AI fishery
30576,2003,39,2,AI,AI fishery
30576,2003,39,1,AI,AI fishery
30576,2003,39,1,AI,AI fishery
30576,2003,39,1,AI,AI fishery
30576,2003,39,1,AI,AI fishery
30576,2003,39,1,AI,AI fishery
30576,2003,39,1,AI,AI fishery
30576,2003,39,1,EBS,EBS fishery
30576,2003,39,1,EBS,EBS fishery
30576,2003,39,1,AI,AI fishery
30576,2003,39,1,AI,AI fishery
30576,2003,39,2,AI,AI fishery
30576,2003,39,1,AI,AI fishery
30576,2003,39,1,AI,AI fishery
30576,2003,39,2,AI,AI fishery
30576,2003,39,1,AI,AI fishery
30576,2003,39,1,AI,AI fishery
30576,2003,39,1,AI,AI fishery
30576,2003,39,1,AI,AI fishery
30576,2003,39,1,AI,AI fishery
30576,2003,39,1,AI,AI fishery
30576,2003,39,1,AI,AI fishery
30576,2003,39,1,AI,AI fishery
30576,2003,39,1,AI,AI fishery
30576,2003,39,1,AI,AI fishery
30576,2003,39,1,AI,AI fishery
30576,2003,39,2,AI,AI fishery
30576,2003,39,1,AI,AI fishery
30576,2003,39,1,AI,AI fishery
30576,2003,39,2,AI,AI fishery
30576,2003,39,1,AI,AI fishery
30576,2003,40,1,AI,AI fishery
30576,2003,40,1,AI,AI fishery
30576,2003,40,1,AI,AI fishery
30576,2003,40,3,AI,AI fishery
30576,2003,40,1,EBS,EBS fishery
30576,2003,40,1,AI,AI fishery
30576,2003,40,1,AI,AI fishery
30576,2003,40,1,AI,AI fishery
30576,2003,40,1,AI,AI fishery
30576,2003,40,1,AI,AI fishery
30576,2003,40,1,AI,AI fishery
30576,2003,40,2,AI,AI fishery
30576,2003,40,1,EBS,EBS fishery
30576,2003,40,1,AI,AI fishery
30576,2003,40,1,AI,AI fishery
30576,2003,40,1,AI,AI fishery
30576,2003,40,1,AI,AI fishery
30576,2003,40,1,AI,AI fishery
30576,2003,40,2,AI,AI fishery
30576,2003,40,1,AI,AI fishery
30576,2003,40,1,AI,AI fishery
30576,2003,40,1,AI,AI fishery
30576,2003,40,1,EBS,EBS fishery
30576,2003,40,1,AI,AI fishery
30576,2003,40,1,AI,AI fishery
30576,2003,40,1,AI,AI fishery
30576,2003,40,1,AI,AI fishery
30576,2003,40,1,AI,AI fishery
30576,2003,40,1,AI,AI fishery
30576,2003,40,1,AI,AI fishery
30576,2003,40,1,AI,AI fishery
30576,2003,40,1,AI,AI fishery
30576,2003,40,2,AI,AI fishery
30576,2003,40,1,AI,AI fishery
30576,2003,40,2,AI,AI fishery
30576,2003,40,1,AI,AI fishery
30576,2003,40,2,AI,AI fishery
30576,2003,40,1,AI,AI fishery
30576,2003,40,1,AI,AI fishery
30576,2003,40,1,AI,AI fishery
30576,2003,40,1,AI,AI fishery
30576,2003,40,1,AI,AI fishery
30576,2003,40,1,AI,AI fishery
30576,2003,40,1,AI,AI fishery
30576,2003,40,1,AI,AI fishery
30576,2003,40,1,AI,AI fishery
30576,2003,40,1,AI,AI fishery
30576,2003,40,1,AI,AI fishery
30576,2003,40,3,AI,AI fishery
30576,2003,40,2,AI,AI fishery
30576,2003,40,1,AI,AI fishery
30576,2003,40,1,AI,AI fishery
30576,2003,40,2,AI,AI fishery
30576,2003,40,1,AI,AI fishery
30576,2003,40,1,AI,AI fishery
30576,2003,40,1,AI,AI fishery
30576,2003,40,1,AI,AI fishery
30576,2003,40,1,AI,AI fishery
30576,2003,40,1,AI,AI fishery
30576,2003,40,1,AI,AI fishery
30576,2003,40,1,AI,AI fishery
30576,2003,40,2,AI,AI fishery
30576,2003,40,1,AI,AI fishery
30576,2003,40,4,AI,AI fishery
30576,2003,41,1,AI,AI fishery
30576,2003,41,1,AI,AI fishery
30576,2003,41,3,AI,AI fishery
30576,2003,41,1,AI,AI fishery
30576,2003,41,1,AI,AI fishery
30576,2003,41,1,AI,AI fishery
30576,2003,41,1,AI,AI fishery
30576,2003,41,4,AI,AI fishery
30576,2003,41,1,AI,AI fishery
30576,2003,41,1,AI,AI fishery
30576,2003,41,3,AI,AI fishery
30576,2003,41,1,AI,AI fishery
30576,2003,41,1,AI,AI fishery
30576,2003,41,1,AI,AI fishery
30576,2003,41,1,AI,AI fishery
30576,2003,41,2,AI,AI fishery
30576,2003,41,1,AI,AI fishery
30576,2003,41,1,AI,AI fishery
30576,2003,41,1,AI,AI fishery
30576,2003,41,1,AI,AI fishery
30576,2003,41,1,AI,AI fishery
30576,2003,41,2,AI,AI fishery
30576,2003,41,1,AI,AI fishery
30576,2003,41,1,AI,AI fishery
30576,2003,41,1,AI,AI fishery
30576,2003,41,1,AI,AI fishery
30576,2003,41,1,EBS,EBS fishery
30576,2003,41,1,AI,AI fishery
30576,2003,41,1,AI,AI fishery
30576,2003,41,3,AI,AI fishery
30576,2003,41,2,AI,AI fishery
30576,2003,41,1,AI,AI fishery
30576,2003,41,2,AI,AI fishery
30576,2003,41,1,AI,AI fishery
30576,2003,41,2,AI,AI fishery
30576,2003,41,2,AI,AI fishery
30576,2003,41,2,AI,AI fishery
30576,2003,41,1,AI,AI fishery
30576,2003,41,1,AI,AI fishery
30576,2003,41,1,AI,AI fishery
30576,2003,41,1,AI,AI fishery
30576,2003,41,1,AI,AI fishery
30576,2003,41,1,AI,AI fishery
30576,2003,41,1,AI,AI fishery
30576,2003,41,2,AI,AI fishery
30576,2003,41,1,AI,AI fishery
30576,2003,41,1,AI,AI fishery
30576,2003,41,5,AI,AI fishery
30576,2003,42,1,AI,AI fishery
30576,2003,42,1,AI,AI fishery
30576,2003,42,1,AI,AI fishery
30576,2003,42,2,AI,AI fishery
30576,2003,42,2,AI,AI fishery
30576,2003,42,1,AI,AI fishery
30576,2003,42,1,AI,AI fishery
30576,2003,42,1,AI,AI fishery
30576,2003,42,1,AI,AI fishery
30576,2003,42,1,EBS,EBS fishery
30576,2003,42,2,AI,AI fishery
30576,2003,42,2,AI,AI fishery
30576,2003,42,2,AI,AI fishery
30576,2003,42,1,AI,AI fishery
30576,2003,42,1,AI,AI fishery
30576,2003,42,2,AI,AI fishery
30576,2003,42,1,AI,AI fishery
30576,2003,42,1,AI,AI fishery
30576,2003,42,1,AI,AI fishery
30576,2003,42,1,AI,AI fishery
30576,2003,42,1,AI,AI fishery
30576,2003,42,1,AI,AI fishery
30576,2003,42,1,AI,AI fishery
30576,2003,42,1,AI,AI fishery
30576,2003,42,1,EBS,EBS fishery
30576,2003,42,1,AI,AI fishery
30576,2003,42,1,AI,AI fishery
30576,2003,42,1,AI,AI fishery
30576,2003,42,1,AI,AI fishery
30576,2003,42,2,AI,AI fishery
30576,2003,42,1,AI,AI fishery
30576,2003,42,1,AI,AI fishery
30576,2003,42,3,AI,AI fishery
30576,2003,42,1,AI,AI fishery
30576,2003,42,1,AI,AI fishery
30576,2003,42,1,AI,AI fishery
30576,2003,42,1,AI,AI fishery
30576,2003,42,1,AI,AI fishery
30576,2003,42,1,AI,AI fishery
30576,2003,42,1,AI,AI fishery
30576,2003,42,1,AI,AI fishery
30576,2003,42,2,AI,AI fishery
30576,2003,42,2,AI,AI fishery
30576,2003,42,1,AI,AI fishery
30576,2003,42,1,AI,AI fishery
30576,2003,42,2,AI,AI fishery
30576,2003,43,1,AI,AI fishery
30576,2003,43,1,AI,AI fishery
30576,2003,43,1,AI,AI fishery
30576,2003,43,1,AI,AI fishery
30576,2003,43,1,AI,AI fishery
30576,2003,43,1,AI,AI fishery
30576,2003,43,1,EBS,EBS fishery
30576,2003,43,1,AI,AI fishery
30576,2003,43,2,AI,AI fishery
30576,2003,43,1,AI,AI fishery
30576,2003,43,1,AI,AI fishery
30576,2003,43,1,AI,AI fishery
30576,2003,43,1,AI,AI fishery
30576,2003,43,1,AI,AI fishery
30576,2003,43,1,AI,AI fishery
30576,2003,43,1,AI,AI fishery
30576,2003,43,1,AI,AI fishery
30576,2003,43,1,AI,AI fishery
30576,2003,43,1,EBS,EBS fishery
30576,2003,43,1,AI,AI fishery
30576,2003,43,1,AI,AI fishery
30576,2003,43,1,AI,AI fishery
30576,2003,43,2,AI,AI fishery
30576,2003,43,3,AI,AI fishery
30576,2003,43,2,EBS,EBS fishery
30576,2003,43,1,AI,AI fishery
30576,2003,43,1,AI,AI fishery
30576,2003,43,1,AI,AI fishery
30576,2003,43,1,AI,AI fishery
30576,2003,43,1,EBS,EBS fishery
30576,2003,43,1,EBS,EBS fishery
30576,2003,43,1,AI,AI fishery
30576,2003,43,1,EBS,EBS fishery
30576,2003,43,2,AI,AI fishery
30576,2003,43,2,AI,AI fishery
30576,2003,43,1,AI,AI fishery
30576,2003,43,1,AI,AI fishery
30576,2003,43,1,AI,AI fishery
30576,2003,43,1,AI,AI fishery
30576,2003,43,1,AI,AI fishery
30576,2003,43,2,AI,AI fishery
30576,2003,43,1,AI,AI fishery
30576,2003,43,1,AI,AI fishery
30576,2003,43,2,AI,AI fishery
30576,2003,43,1,AI,AI fishery
30576,2003,43,1,AI,AI fishery
30576,2003,43,1,AI,AI fishery
30576,2003,43,1,AI,AI fishery
30576,2003,43,1,AI,AI fishery
30576,2003,43,1,AI,AI fishery
30576,2003,43,2,AI,AI fishery
30576,2003,43,1,AI,AI fishery
30576,2003,43,1,AI,AI fishery
30576,2003,43,1,AI,AI fishery
30576,2003,43,2,AI,AI fishery
30576,2003,43,3,AI,AI fishery
30576,2003,44,1,AI,AI fishery
30576,2003,44,1,AI,AI fishery
30576,2003,44,1,AI,AI fishery
30576,2003,44,1,AI,AI fishery
30576,2003,44,1,AI,AI fishery
30576,2003,44,1,AI,AI fishery
30576,2003,44,1,AI,AI fishery
30576,2003,44,1,AI,AI fishery
30576,2003,44,1,AI,AI fishery
30576,2003,44,2,AI,AI fishery
30576,2003,44,1,AI,AI fishery
30576,2003,44,1,AI,AI fishery
30576,2003,44,2,AI,AI fishery
30576,2003,44,1,AI,AI fishery
30576,2003,44,1,AI,AI fishery
30576,2003,44,2,AI,AI fishery
30576,2003,44,1,AI,AI fishery
30576,2003,44,2,AI,AI fishery
30576,2003,44,1,AI,AI fishery
30576,2003,44,3,AI,AI fishery
30576,2003,44,1,AI,AI fishery
30576,2003,44,1,AI,AI fishery
30576,2003,44,1,AI,AI fishery
30576,2003,44,1,AI,AI fishery
30576,2003,44,2,AI,AI fishery
30576,2003,44,1,EBS,EBS fishery
30576,2003,44,1,AI,AI fishery
30576,2003,44,1,AI,AI fishery
30576,2003,44,1,AI,AI fishery
30576,2003,44,1,EBS,EBS fishery
30576,2003,44,1,EBS,EBS fishery
30576,2003,44,1,AI,AI fishery
30576,2003,44,1,AI,AI fishery
30576,2003,44,1,AI,AI fishery
30576,2003,44,1,AI,AI fishery
30576,2003,44,2,AI,AI fishery
30576,2003,44,1,AI,AI fishery
30576,2003,44,4,AI,AI fishery
30576,2003,44,1,AI,AI fishery
30576,2003,44,2,AI,AI fishery
30576,2003,44,1,AI,AI fishery
30576,2003,44,1,AI,AI fishery
30576,2003,44,1,AI,AI fishery
30576,2003,44,1,AI,AI fishery
30576,2003,44,1,AI,AI fishery
30576,2003,44,1,AI,AI fishery
30576,2003,44,1,AI,AI fishery
30576,2003,44,2,AI,AI fishery
30576,2003,44,1,AI,AI fishery
30576,2003,44,1,AI,AI fishery
30576,2003,44,2,AI,AI fishery
30576,2003,44,1,AI,AI fishery
30576,2003,44,1,AI,AI fishery
30576,2003,44,1,AI,AI fishery
30576,2003,44,2,AI,AI fishery
30576,2003,44,2,AI,AI fishery
30576,2003,45,1,AI,AI fishery
30576,2003,45,2,AI,AI fishery
30576,2003,45,1,EBS,EBS fishery
30576,2003,45,1,AI,AI fishery
30576,2003,45,2,AI,AI fishery
30576,2003,45,1,AI,AI fishery
30576,2003,45,1,AI,AI fishery
30576,2003,45,1,AI,AI fishery
30576,2003,45,1,AI,AI fishery
30576,2003,45,1,AI,AI fishery
30576,2003,45,4,AI,AI fishery
30576,2003,45,5,AI,AI fishery
30576,2003,45,1,AI,AI fishery
30576,2003,45,1,AI,AI fishery
30576,2003,45,1,AI,AI fishery
30576,2003,45,1,AI,AI fishery
30576,2003,45,1,AI,AI fishery
30576,2003,45,2,AI,AI fishery
30576,2003,45,2,AI,AI fishery
30576,2003,45,2,AI,AI fishery
30576,2003,45,2,AI,AI fishery
30576,2003,45,1,AI,AI fishery
30576,2003,45,1,AI,AI fishery
30576,2003,45,1,AI,AI fishery
30576,2003,45,1,AI,AI fishery
30576,2003,45,2,AI,AI fishery
30576,2003,45,1,EBS,EBS fishery
30576,2003,45,1,EBS,EBS fishery
30576,2003,45,1,EBS,EBS fishery
30576,2003,45,1,EBS,EBS fishery
30576,2003,45,1,EBS,EBS fishery
30576,2003,45,1,AI,AI fishery
30576,2003,45,1,AI,AI fishery
30576,2003,45,1,EBS,EBS fishery
30576,2003,45,1,AI,AI fishery
30576,2003,45,1,AI,AI fishery
30576,2003,45,1,AI,AI fishery
30576,2003,45,1,AI,AI fishery
30576,2003,45,1,AI,AI fishery
30576,2003,45,1,AI,AI fishery
30576,2003,45,1,AI,AI fishery
30576,2003,45,1,AI,AI fishery
30576,2003,45,1,AI,AI fishery
30576,2003,45,1,AI,AI fishery
30576,2003,45,1,AI,AI fishery
30576,2003,45,2,AI,AI fishery
30576,2003,45,1,AI,AI fishery
30576,2003,45,1,AI,AI fishery
30576,2003,45,1,AI,AI fishery
30576,2003,45,1,AI,AI fishery
30576,2003,45,1,AI,AI fishery
30576,2003,45,1,AI,AI fishery
30576,2003,45,1,AI,AI fishery
30576,2003,45,1,AI,AI fishery
30576,2003,45,1,AI,AI fishery
30576,2003,45,1,AI,AI fishery
30576,2003,45,1,AI,AI fishery
30576,2003,45,1,AI,AI fishery
30576,2003,45,1,AI,AI fishery
30576,2003,45,1,AI,AI fishery
30576,2003,45,1,AI,AI fishery
30576,2003,45,1,AI,AI fishery
30576,2003,45,1,AI,AI fishery
30576,2003,45,1,AI,AI fishery
30576,2003,45,1,AI,AI fishery
30576,2003,46,1,AI,AI fishery
30576,2003,46,1,AI,AI fishery
30576,2003,46,1,AI,AI fishery
30576,2003,46,1,AI,AI fishery
30576,2003,46,1,AI,AI fishery
30576,2003,46,1,AI,AI fishery
30576,2003,46,1,AI,AI fishery
30576,2003,46,1,AI,AI fishery
30576,2003,46,2,AI,AI fishery
30576,2003,46,1,AI,AI fishery
30576,2003,46,1,AI,AI fishery
30576,2003,46,1,AI,AI fishery
30576,2003,46,1,AI,AI fishery
30576,2003,46,1,AI,AI fishery
30576,2003,46,1,AI,AI fishery
30576,2003,46,1,AI,AI fishery
30576,2003,46,2,AI,AI fishery
30576,2003,46,1,AI,AI fishery
30576,2003,46,2,AI,AI fishery
30576,2003,46,2,AI,AI fishery
30576,2003,46,1,AI,AI fishery
30576,2003,46,1,AI,AI fishery
30576,2003,46,1,AI,AI fishery
30576,2003,46,1,EBS,EBS fishery
30576,2003,46,1,AI,AI fishery
30576,2003,46,1,EBS,EBS fishery
30576,2003,46,1,AI,AI fishery
30576,2003,46,1,AI,AI fishery
30576,2003,46,1,AI,AI fishery
30576,2003,46,1,AI,AI fishery
30576,2003,46,1,AI,AI fishery
30576,2003,46,1,AI,AI fishery
30576,2003,46,1,AI,AI fishery
30576,2003,46,1,AI,AI fishery
30576,2003,46,1,AI,AI fishery
30576,2003,46,1,AI,AI fishery
30576,2003,46,3,AI,AI fishery
30576,2003,46,1,AI,AI fishery
30576,2003,46,1,AI,AI fishery
30576,2003,46,1,AI,AI fishery
30576,2003,46,1,AI,AI fishery
30576,2003,46,1,AI,AI fishery
30576,2003,46,1,AI,AI fishery
30576,2003,46,3,AI,AI fishery
