SURVEY,YEAR,STRATUM,LENGTH,SPECIES_CODE,FREQUENCY
AI,1980,614,33,30576,7200
AI,1980,614,36,30576,7200
AI,1980,614,37,30576,10800
AI,1980,614,38,30576,10800
AI,1980,614,39,30576,10800
AI,1980,614,41,30576,21599
AI,1980,614,42,30576,10800
AI,1980,614,43,30576,14400
AI,1980,614,44,30576,14400
AI,1980,614,45,30576,7200
AI,1980,614,46,30576,14400
AI,1980,614,48,30576,10800
AI,1980,614,53,30576,7200
AI,1980,614,56,30576,3600
AI,1980,614,58,30576,7200
AI,1980,614,65,30576,3600
AI,1983,794,40,30576,33431
AI,1983,794,50,30576,159347
AI,1983,794,60,30576,73870
AI,1983,794,70,30576,74297
AI,1983,794,80,30576,7008
AI,1983,794,34,30576,4956
AI,1983,794,35,30576,7008
AI,1983,794,38,30576,9486
AI,1983,794,39,30576,27227
AI,1983,794,41,30576,26424
AI,1983,794,42,30576,26424
AI,1983,794,43,30576,15690
AI,1983,794,44,30576,105696
AI,1983,794,45,30576,20219
AI,1983,794,46,30576,55326
AI,1983,794,47,30576,86279
AI,1983,794,48,30576,38388
AI,1983,794,49,30576,64812
AI,1983,794,51,30576,137007
AI,1983,794,52,30576,94090
AI,1983,794,53,30576,59855
AI,1983,794,54,30576,152339
AI,1983,794,55,30576,109780
AI,1983,794,56,30576,112703
AI,1983,794,57,30576,95765
AI,1983,794,58,30576,95765
AI,1983,794,59,30576,112258
AI,1983,794,61,30576,38388
AI,1983,794,62,30576,101969
AI,1983,794,63,30576,55326
AI,1983,794,64,30576,62334
AI,1983,794,65,30576,42917
AI,1983,794,66,30576,23501
AI,1983,794,67,30576,55326
AI,1983,794,68,30576,15690
AI,1983,794,69,30576,7008
AI,1983,794,71,30576,33431
AI,1983,794,72,30576,14015
AI,1983,794,73,30576,27227
AI,1983,794,74,30576,7008
AI,1983,794,75,30576,20219
AI,1983,794,76,30576,28030
AI,1983,794,78,30576,14015
AI,1983,794,79,30576,7008
AI,1983,794,81,30576,7008
AI,1983,794,82,30576,28030
AI,1983,794,83,30576,21023
AI,1983,794,85,30576,14015
AI,1983,794,86,30576,42045
AI,1983,794,87,30576,21023
AI,1983,794,88,30576,21023
AI,1983,794,89,30576,7008
AI,1983,794,91,30576,14015
AI,1983,794,92,30576,2478
AI,1983,794,93,30576,7008
AI,1983,794,95,30576,7008
AI,1983,794,98,30576,7008
AI,1983,794,99,30576,7008
AI,1983,324,40,30576,42600
AI,1983,324,50,30576,81400
AI,1983,324,60,30576,26331
AI,1983,324,70,30576,12079
AI,1983,324,25,30576,18118
AI,1983,324,26,30576,6039
AI,1983,324,27,30576,12079
AI,1983,324,29,30576,6039
AI,1983,324,31,30576,42432
AI,1983,324,32,30576,30275
AI,1983,324,33,30576,24235
AI,1983,324,34,30576,42275
AI,1983,324,35,30576,32370
AI,1983,324,36,30576,32370
AI,1983,324,37,30576,12325
AI,1983,324,38,30576,40504
AI,1983,324,39,30576,42521
AI,1983,324,41,30576,18442
AI,1983,324,42,30576,22465
AI,1997,594,40,30576,84032
AI,1997,594,50,30576,57251
AI,1997,594,60,30576,30395
AI,1997,594,35,30576,8952
AI,1997,594,36,30576,8952
AI,1997,594,37,30576,26856
AI,1997,594,38,30576,17904
AI,1997,594,39,30576,8952
AI,1997,594,41,30576,53712
AI,1997,594,42,30576,94012
AI,1997,594,43,30576,170229
AI,1997,594,44,30576,119764
AI,1997,594,45,30576,129820
AI,1997,594,46,30576,87420
AI,1997,594,47,30576,196132
AI,1997,594,48,30576,159722
AI,1997,594,49,30576,128791
AI,1997,594,51,30576,81932
AI,1997,594,52,30576,100551
AI,1997,594,53,30576,75151
AI,1997,594,54,30576,69667
AI,1997,594,55,30576,38732
AI,1997,594,56,30576,54089
AI,1997,594,57,30576,18055
AI,1997,594,58,30576,36110
AI,1997,594,59,30576,9027
AI,1997,594,61,30576,22396
AI,1997,594,63,30576,13444
AI,1997,594,64,30576,12340
AI,1997,594,65,30576,13444
AI,1997,594,66,30576,8952
AI,1997,594,67,30576,13444
AI,1983,623,40,30576,3308
AI,1983,623,70,30576,3308
AI,1983,623,45,30576,9924
AI,1983,623,46,30576,3308
AI,1983,623,48,30576,6616
AI,1983,623,49,30576,3308
AI,1983,623,57,30576,3308
AI,1980,414,50,30576,15146
AI,1980,414,70,30576,7573
AI,1980,414,35,30576,7573
AI,1980,414,36,30576,7573
AI,1983,793,74,30576,2383
AI,1983,793,76,30576,2383
AI,1983,793,77,30576,1589
AI,1983,793,82,30576,794
AI,1983,793,83,30576,1589
AI,1983,793,84,30576,794
AI,1983,793,85,30576,3972
AI,1983,793,86,30576,1589
AI,1983,793,87,30576,3178
AI,1983,793,89,30576,1589
AI,1983,793,92,30576,1589
AI,1983,793,93,30576,1589
AI,1983,793,94,30576,1589
AI,1983,793,96,30576,3972
AI,1983,793,97,30576,794
AI,1994,424,40,30576,96600
AI,1994,424,50,30576,25648
AI,1994,424,29,30576,7731
AI,1994,424,31,30576,7731
AI,1994,424,32,30576,3865
AI,1994,424,33,30576,8959
AI,1994,424,34,30576,12824
AI,1994,424,35,30576,20555
AI,1994,424,36,30576,33379
AI,1994,424,37,30576,54981
AI,1994,424,38,30576,124269
AI,1994,424,39,30576,110217
AI,1994,424,41,30576,106351
AI,1994,424,42,30576,93963
AI,1994,424,43,30576,87386
AI,1994,424,44,30576,121095
AI,1994,424,45,30576,102397
AI,1994,424,46,30576,74547
AI,1994,424,47,30576,49887
AI,1994,424,48,30576,39700
AI,1994,424,49,30576,41109
AI,1994,424,51,30576,41364
AI,1994,424,52,30576,12824
AI,1994,424,53,30576,19582
AI,1994,424,54,30576,28285
AI,1994,424,55,30576,19146
AI,1994,424,56,30576,40391
AI,1994,424,57,30576,5093
AI,1994,424,58,30576,16944
AI,1994,424,59,30576,3865
AI,1994,424,61,30576,11851
AI,1994,424,62,30576,5093
AI,1994,424,63,30576,3865
AI,1994,424,73,30576,3850
AI,1983,623,62,30576,3308
AI,1983,623,63,30576,3308
AI,1983,623,67,30576,3308
AI,1983,623,69,30576,3308
AI,1983,213,56,30576,1344
AI,1983,213,57,30576,1344
AI,1983,213,58,30576,672
AI,1983,213,61,30576,672
AI,1983,213,62,30576,672
AI,1983,213,67,30576,672
AI,1983,594,40,30576,74770
AI,1983,594,50,30576,50731
AI,1983,594,60,30576,155931
AI,1983,594,70,30576,19221
AI,1983,594,22,30576,3655
AI,1983,594,27,30576,3655
AI,1983,594,28,30576,9085
AI,1983,594,31,30576,27360
AI,1983,594,32,30576,34670
AI,1983,594,33,30576,56310
AI,1983,594,34,30576,94242
AI,1983,594,35,30576,59676
AI,1983,594,36,30576,85693
AI,1983,594,37,30576,49186
AI,1986,794,40,30576,96082
AI,1986,794,50,30576,108042
AI,1986,794,60,30576,55947
AI,1986,794,70,30576,5980
AI,1986,794,80,30576,5980
AI,1986,794,31,30576,16014
AI,1986,794,37,30576,32027
AI,1986,794,39,30576,48041
AI,1986,794,41,30576,16014
AI,1986,794,42,30576,16014
AI,1986,794,43,30576,16014
AI,1986,794,44,30576,32027
AI,1986,794,45,30576,32027
AI,1986,794,46,30576,32027
AI,1986,794,47,30576,64055
AI,1986,794,48,30576,128109
AI,1986,794,49,30576,128109
AI,1986,794,51,30576,156083
AI,1986,794,52,30576,76014
AI,1986,794,53,30576,156083
AI,1986,794,54,30576,146049
AI,1986,794,55,30576,124056
AI,1986,794,56,30576,118076
AI,1986,794,57,30576,76014
AI,1986,794,58,30576,60001
AI,1986,794,59,30576,80068
AI,1986,794,61,30576,27973
AI,1986,794,62,30576,5980
AI,1986,794,63,30576,33953
AI,1986,794,64,30576,5980
AI,1986,794,65,30576,21994
AI,1986,794,67,30576,5980
AI,1986,794,68,30576,35879
AI,1986,794,69,30576,11960
AI,1986,794,71,30576,11960
AI,1986,794,75,30576,16014
AI,1986,794,77,30576,5980
AI,1986,794,79,30576,5980
AI,2000,424,57,30576,19872
AI,2000,214,66,30576,53317
AI,1997,613,70,30576,7131
AI,1997,613,62,30576,8770
AI,2004,324,40,30576,19030
AI,2004,324,50,30576,71092
AI,2004,324,60,30576,27118
AI,2004,324,37,30576,4758
AI,2004,324,38,30576,19030
AI,2004,324,39,30576,14273
AI,2004,324,41,30576,23320
AI,2004,324,42,30576,50944
AI,2004,324,43,30576,37028
AI,2004,324,44,30576,76883
AI,2004,324,45,30576,92730
AI,2004,324,46,30576,83936
AI,2004,324,47,30576,75726
AI,2004,324,48,30576,76498
AI,2004,324,49,30576,90199
AI,2004,324,51,30576,85963
AI,2004,324,52,30576,89670
AI,2004,324,53,30576,100838
AI,2004,324,54,30576,55816
AI,2004,324,55,30576,71596
AI,2004,324,56,30576,35796
AI,2004,324,57,30576,40107
AI,2004,324,58,30576,12933
AI,2004,324,59,30576,21111
AI,2004,324,61,30576,35631
AI,2004,324,62,30576,12824
AI,2004,324,63,30576,8611
AI,2004,324,67,30576,4322
AI,2004,324,68,30576,4579
AI,2004,324,69,30576,8666
AI,2000,314,43,30576,65774
AI,2000,214,58,30576,196619
AI,2000,314,49,30576,65774
AI,2000,323,59,30576,12996
AI,1991,214,30,30576,213255
AI,1991,214,40,30576,202729
AI,1991,214,50,30576,170604
AI,1991,214,60,30576,137712
AI,1991,214,17,30576,42651
AI,1991,214,18,30576,42651
AI,1991,214,19,30576,42651
AI,1991,214,21,30576,85302
AI,1991,214,22,30576,85302
AI,1991,214,23,30576,42651
AI,1991,214,24,30576,85302
AI,1991,214,25,30576,85302
AI,1991,214,26,30576,213255
AI,1991,214,27,30576,85302
AI,1991,214,28,30576,255906
AI,1991,214,29,30576,170604
AI,1991,214,31,30576,298557
AI,1991,214,32,30576,298557
AI,1991,214,33,30576,213255
AI,1991,214,34,30576,127953
AI,1991,214,35,30576,278272
AI,1991,214,36,30576,104820
AI,1991,214,37,30576,458635
AI,1991,214,38,30576,308316
AI,1991,214,39,30576,192970
AI,1991,214,41,30576,318075
AI,1991,214,42,30576,157230
AI,1991,214,43,30576,209640
AI,1991,214,44,30576,134096
AI,1991,214,45,30576,232773
AI,1991,214,46,30576,265665
AI,1991,214,47,30576,180363
AI,1991,214,48,30576,95061
AI,1991,214,49,30576,308316
AI,1991,214,51,30576,238469
AI,1991,214,52,30576,52410
AI,1991,214,53,30576,85302
AI,1991,214,54,30576,265665
AI,1991,214,55,30576,65017
AI,1991,214,56,30576,137712
AI,1991,214,57,30576,85302
AI,1991,214,58,30576,42651
AI,1991,214,59,30576,85302
AI,1991,214,61,30576,52410
AI,1991,214,62,30576,85302
AI,1991,214,63,30576,127953
AI,1991,214,64,30576,52410
AI,1991,214,65,30576,85302
AI,1991,214,66,30576,9759
AI,1991,214,71,30576,9759
AI,2000,424,40,30576,167273
AI,2000,614,44,30576,37910
AI,2000,614,41,30576,44251
AI,1991,224,50,30576,17039
AI,1991,224,60,30576,6632
AI,1991,224,22,30576,6484
AI,1991,224,23,30576,6484
AI,1991,224,26,30576,6484
AI,1991,224,28,30576,19452
AI,1991,224,33,30576,20965
AI,1991,224,34,30576,6632
AI,1991,224,35,30576,27449
AI,1991,224,36,30576,26381
AI,1991,224,37,30576,6484
AI,1991,224,38,30576,31520
AI,1991,224,39,30576,13116
AI,2000,324,39,30576,21212
AI,2000,314,58,30576,16443
AI,2000,424,35,30576,10499
AI,2000,414,58,30576,7028
AI,2000,614,40,30576,25852
AI,2000,614,39,30576,6341
AI,1994,594,46,30576,65467
AI,1994,594,47,30576,65346
AI,1994,594,48,30576,87211
AI,1994,594,49,30576,90177
AI,1994,594,51,30576,129051
AI,1994,594,52,30576,95345
AI,1994,594,53,30576,69096
AI,1994,594,54,30576,56519
AI,1994,594,55,30576,48489
AI,1994,594,56,30576,47941
AI,1994,594,57,30576,12914
AI,1994,594,58,30576,21440
AI,1994,594,59,30576,30957
AI,1994,594,61,30576,8297
AI,1994,594,62,30576,4458
AI,1994,594,63,30576,4458
AI,2000,624,40,30576,157668
AI,2000,223,17,30576,2889
AI,2000,624,52,30576,64083
AI,2000,594,50,30576,72625
AI,2000,423,37,30576,2902
AI,2000,214,31,30576,9460
AI,2000,594,52,30576,38361
AI,2000,424,56,30576,17639
AI,2000,594,44,30576,9641
AI,1991,224,41,30576,38004
AI,1991,224,42,30576,19600
AI,1991,224,43,30576,20965
AI,1991,224,44,30576,60310
AI,1991,224,45,30576,39200
AI,1991,224,46,30576,6484
AI,1991,224,47,30576,13116
AI,1991,224,48,30576,6484
AI,1991,224,49,30576,14481
AI,1991,224,51,30576,19749
AI,1991,224,52,30576,19600
AI,1991,224,53,30576,19600
AI,1991,224,55,30576,19749
AI,1991,224,56,30576,13265
AI,1991,224,57,30576,23671
AI,1991,224,58,30576,30155
AI,1991,224,59,30576,19600
AI,1991,224,61,30576,6632
AI,1991,224,62,30576,6632
AI,1991,224,64,30576,13116
AI,1991,224,65,30576,13265
AI,1994,594,40,30576,52607
AI,1994,594,50,30576,86891
AI,1994,594,60,30576,13144
AI,1994,594,37,30576,4458
AI,1994,594,38,30576,21900
AI,1994,594,39,30576,13072
AI,2000,324,56,30576,21228
AI,2000,324,44,30576,56208
AI,2000,323,53,30576,12996
AI,1991,594,44,30576,8446
AI,1991,594,45,30576,17235
AI,1991,594,46,30576,21648
AI,1991,594,47,30576,8789
AI,1991,594,48,30576,4503
AI,1991,594,51,30576,4286
AI,1991,594,56,30576,9046
AI,1991,594,57,30576,4160
AI,1991,594,63,30576,4543
AI,2000,424,59,30576,8819
AI,1997,614,42,30576,41411
AI,1997,614,43,30576,32039
AI,1997,614,44,30576,27395
AI,1997,614,45,30576,32329
AI,1997,614,46,30576,41569
AI,1997,614,47,30576,42457
AI,1997,614,48,30576,36117
AI,1997,614,49,30576,22938
AI,1997,614,51,30576,11724
AI,1980,594,41,30576,82527
AI,1980,594,45,30576,82527
AI,1980,594,46,30576,82527
AI,1980,594,48,30576,82527
AI,1980,594,49,30576,82527
AI,1980,594,51,30576,165054
AI,1980,594,52,30576,82527
AI,1980,594,53,30576,82527
AI,1980,594,55,30576,82527
AI,1980,594,56,30576,82527
AI,1980,594,57,30576,82527
AI,1980,594,58,30576,330108
AI,1980,594,62,30576,82527
AI,2000,214,16,30576,9460
AI,2000,424,64,30576,8819
AI,2000,794,92,30576,9136
AI,2000,624,39,30576,105112
AI,1994,794,50,30576,8743
AI,1994,794,70,30576,8031
AI,1994,794,80,30576,8031
AI,1994,794,42,30576,8743
AI,1994,794,48,30576,8031
AI,1994,794,53,30576,8031
AI,1994,794,56,30576,8743
AI,1994,794,57,30576,8743
AI,1994,794,58,30576,8743
AI,1994,794,59,30576,8743
AI,1994,794,62,30576,8743
AI,1994,794,63,30576,8031
AI,1994,794,68,30576,8031
AI,1994,794,79,30576,8031
AI,1994,794,81,30576,8743
AI,1994,794,83,30576,17486
AI,1994,794,84,30576,8743
AI,1994,794,86,30576,17486
AI,1994,794,93,30576,8743
AI,1994,794,94,30576,17486
AI,1994,794,95,30576,8743
AI,1994,794,96,30576,8743
AI,1994,794,97,30576,8743
AI,2000,224,34,30576,33506
AI,2000,423,34,30576,2902
AI,2000,324,34,30576,4715
AI,2000,323,55,30576,30276
AI,1997,614,40,30576,28556
AI,1997,614,50,30576,22892
AI,1997,614,60,30576,9561
AI,1997,614,14,30576,3452
AI,1997,614,32,30576,6905
AI,1997,614,34,30576,6244
AI,1997,614,35,30576,6001
AI,1997,614,36,30576,5583
AI,1997,614,37,30576,8421
AI,1997,614,38,30576,17982
AI,1997,614,39,30576,21327
AI,1997,614,41,30576,39757
AI,2000,424,49,30576,268344
AI,2000,314,36,30576,16443
AI,2000,424,50,30576,249453
AI,2000,324,45,30576,78458
AI,2004,323,50,30576,3792
AI,2004,323,60,30576,6489
AI,2004,323,70,30576,1149
AI,2004,323,48,30576,2537
AI,2004,323,49,30576,5177
AI,2004,323,51,30576,5064
AI,2004,323,52,30576,4754
AI,2004,323,53,30576,9107
AI,2004,323,54,30576,15010
AI,2004,323,55,30576,12367
AI,2004,323,56,30576,11165
AI,2004,323,57,30576,9721
AI,2004,323,58,30576,18530
AI,2004,323,59,30576,9774
AI,2000,624,66,30576,17519
AI,1991,323,55,30576,8022
AI,1991,323,58,30576,30795
AI,1991,323,59,30576,15398
AI,1991,323,67,30576,23420
AI,2004,323,61,30576,6225
AI,2004,323,62,30576,1149
AI,2004,323,63,30576,4298
AI,2004,323,64,30576,1149
AI,2004,323,66,30576,1388
AI,2004,323,67,30576,2297
AI,2004,323,68,30576,2120
AI,2004,323,69,30576,4751
AI,2004,323,71,30576,2404
AI,2004,323,72,30576,2261
AI,2004,323,73,30576,3576
AI,2004,323,74,30576,1149
AI,2004,323,75,30576,1253
AI,2004,323,76,30576,1149
AI,2004,323,77,30576,1149
AI,2016,424,34,30576,13413
AI,2006,624,51,30576,94875
AI,2006,594,55,30576,12636
AI,2000,414,59,30576,17436
AI,2006,424,45,30576,110326
AI,2006,424,52,30576,37932
AI,2016,623,44,30576,8465
AI,2016,624,43,30576,31748
AI,2016,214,50,30576,95761
AI,2016,424,45,30576,115735
AI,2000,624,74,30576,9645
AI,2000,614,51,30576,19267
AI,2000,323,47,30576,5079
AI,2016,794,31,30576,14167
AI,2016,423,66,30576,4162
AI,2000,624,58,30576,17519
AI,2000,624,72,30576,8815
AI,2016,613,66,30576,5906
AI,2016,314,47,30576,25823
AI,1986,424,40,30576,143719
AI,1986,424,50,30576,33166
AI,1986,424,27,30576,11055
AI,1986,424,28,30576,55277
AI,1986,424,31,30576,11055
AI,1986,424,32,30576,11055
AI,1986,424,33,30576,44221
AI,1986,424,34,30576,66332
AI,1986,424,35,30576,121609
AI,1986,424,36,30576,88443
AI,1986,424,37,30576,110553
AI,1986,424,38,30576,33166
AI,1986,424,39,30576,55277
AI,1986,424,41,30576,99498
AI,1986,424,42,30576,132664
AI,1986,424,43,30576,66332
AI,1986,424,44,30576,66332
AI,1986,424,45,30576,88443
AI,1986,424,46,30576,55277
AI,1986,424,47,30576,121609
AI,1986,424,48,30576,88443
AI,1986,424,49,30576,88443
AI,1986,424,51,30576,33166
AI,1986,424,52,30576,33166
AI,1986,424,53,30576,11055
AI,1986,424,54,30576,44221
AI,1986,424,55,30576,33166
AI,1986,424,61,30576,11055
AI,1986,424,68,30576,11055
AI,2000,624,57,30576,8815
AI,2016,624,44,30576,59591
AI,2016,214,40,30576,143642
AI,2016,624,30,30576,27843
AI,2016,624,31,30576,83530
AI,2016,614,47,30576,44233
AI,2016,614,51,30576,8547
AI,2016,614,52,30576,38680
AI,2016,213,55,30576,2964
AI,2016,214,21,30576,17756
AI,2016,214,53,30576,23940
AI,2016,214,54,30576,23940
AI,2016,213,33,30576,2260
AI,2016,224,36,30576,40748
AI,2016,613,82,30576,5906
AI,1986,314,30,30576,1232
AI,1986,314,40,30576,13658
AI,1986,314,50,30576,8882
AI,1986,314,60,30576,5927
AI,1986,314,31,30576,3697
AI,1986,314,32,30576,1232
AI,1986,314,33,30576,1232
AI,1986,314,34,30576,4858
AI,1986,314,35,30576,2305
AI,1986,314,36,30576,7055
AI,1986,314,37,30576,6475
AI,1986,314,38,30576,5982
AI,1986,314,39,30576,13255
AI,1986,314,41,30576,8887
AI,1986,314,42,30576,2146
AI,1986,314,43,30576,3219
AI,1986,314,44,30576,13305
AI,1986,314,45,30576,18342
AI,1986,314,46,30576,13042
AI,1986,314,47,30576,7660
AI,1986,314,48,30576,12177
AI,1986,314,49,30576,6881
AI,1986,314,51,30576,16593
AI,1986,314,52,30576,11406
AI,1986,314,53,30576,10039
AI,1986,314,54,30576,17164
AI,1986,314,55,30576,9444
AI,1986,314,56,30576,10669
AI,1986,314,57,30576,9514
AI,1986,314,58,30576,9652
AI,1986,314,59,30576,4914
AI,1986,314,61,30576,11742
AI,1986,314,62,30576,4534
AI,1986,314,63,30576,5757
AI,1986,314,64,30576,2295
AI,1986,314,65,30576,1337
AI,1986,314,66,30576,1546
AI,1986,224,20,30576,8586
AI,1986,224,30,30576,10977
AI,1986,224,40,30576,21954
AI,1986,224,70,30576,8586
AI,1986,224,80,30576,8586
AI,1986,224,27,30576,10977
AI,1986,224,29,30576,10977
AI,1986,224,31,30576,10977
AI,1986,224,34,30576,10977
AI,1986,224,36,30576,10977
AI,1986,224,38,30576,10977
AI,1986,224,41,30576,10977
AI,1986,224,42,30576,21954
AI,1986,224,43,30576,10977
AI,1986,224,46,30576,10977
AI,1986,224,47,30576,10977
AI,1986,224,59,30576,10977
AI,1986,624,30,30576,9339
AI,1986,624,40,30576,74714
AI,1986,624,22,30576,18679
AI,1986,624,23,30576,9339
AI,1986,624,24,30576,9339
AI,1986,624,26,30576,9339
AI,1986,624,27,30576,28018
AI,1986,624,28,30576,18679
AI,1986,624,29,30576,56036
AI,1986,624,31,30576,56036
AI,1986,624,32,30576,46696
AI,1986,624,33,30576,46696
AI,1986,624,34,30576,74714
AI,1986,624,35,30576,46696
AI,1986,624,36,30576,74714
AI,1986,624,37,30576,65375
AI,1986,624,38,30576,140089
AI,1986,624,39,30576,102732
AI,1986,624,41,30576,102732
AI,1986,624,42,30576,74714
AI,1986,624,43,30576,37357
AI,1986,624,44,30576,46696
AI,1986,624,45,30576,37357
AI,1986,624,46,30576,46696
AI,1986,624,47,30576,9339
AI,1986,624,48,30576,9339
AI,1986,624,49,30576,9339
AI,1986,624,51,30576,18679
AI,1986,624,52,30576,9339
AI,1986,624,55,30576,9339
AI,1986,624,56,30576,9339
AI,1986,624,58,30576,9339
AI,2000,314,44,30576,65774
AI,2000,614,34,30576,5961
AI,2000,214,57,30576,187819
AI,2000,424,37,30576,86085
AI,2000,323,61,30576,7419
AI,1986,314,67,30576,6769
AI,1986,314,68,30576,3462
AI,1986,314,69,30576,2239
AI,1986,314,71,30576,3667
AI,1986,314,72,30576,2239
AI,2000,323,67,30576,2340
AI,2000,224,39,30576,33506
AI,2000,594,59,30576,29840
AI,2000,324,51,30576,48962
AI,2000,323,56,30576,10159
AI,2016,214,43,30576,71821
AI,2016,224,32,30576,40748
AI,1986,614,40,30576,39577
